total_energy_consume,total_called_num,total_reward,average_completion,average_waitting_time
5200.917148591223,1200,-1526.4610511159779,116.38397107528375,-22.181818181818183
-25841.628742216824,1159,-919.390169215018,125.47488016619285,-21.0
-41637.53317438424,1137,-994.0149588767697,106.47488016619285,-30.363636363636363
-40889.790916442056,1137,-1219.7504327772701,92.38397107528375,-39.72727272727273
-9477.016639707872,1182,-952.5720181536128,118.20215289346555,-19.363636363636363
1553.129196167196,1200,-791.5556022772507,115.11124380255647,-33.0
1601.1581104839279,1200,-749.3352189949127,118.74760743892011,-31.363636363636363
2338.942909242236,1200,-916.2139588980745,128.8385165298292,-22.727272727272727
-39699.01771545285,1137,-1256.900800445112,130.7476074389201,-13.0
-40815.513610839116,1137,-1031.554154378753,120.74760743892011,-26.545454545454547
-40616.16233857311,1137,-1152.422644744647,119.47488016619285,-21.0
-41902.160780869744,1137,-1119.1111450039298,117.74760743892011,-12.0
-9190.316390990192,1182,-641.8835772910122,95.11124380255647,-51.36363636363637
3645.1126098639506,1200,-756.4800683952365,130.7476074389201,-21.0
5536.578334812541,1200,-799.2540933862632,104.74760743892011,-45.0
-41225.86584091117,1137,-1247.4172162632167,112.83851652982918,-21.363636363636363
-41879.233932494186,1137,-1046.9718961586598,102.11124380255646,-36.09090909090909
1307.8465182129876,1200,-782.4269098855012,118.20215289346555,-37.72727272727273
-16250.717353820306,1182,-4.402362820425424,81.38397107528375,-9.363636363636363
-15092.103951505676,1182,-208.18444432958722,89.74760743892011,-6.363636363636363
571.7365264906257,1200,-442.2055842050273,87.65669834801102,-42.81818181818182
59.08555984575651,1200,-484.2126073853823,93.02033471164738,-46.09090909090909
1610.7579231270356,1200,-535.9156026844412,104.47488016619282,-44.45454545454545
453.3720016480074,1200,-471.1424949564931,109.7476074389201,-26.09090909090909
2536.150360108062,1200,-505.3711003154996,96.02033471164738,-39.81818181818182
676.0136602545099,1200,-641.9971922654084,104.656698348011,-46.09090909090909
-496.86555862327805,1200,-417.6891407951682,113.92942562073827,-34.45454545454545
-3116.5199729478336,1200,-265.9534068085509,109.92942562073827,-9.363636363636363
1506.695075160329,1200,-786.9222381066887,121.47488016619285,-27.727272727272727
1595.3410148626426,1200,-752.0134842600368,98.02033471164738,-42.81818181818182
1905.4975124416233,1200,-793.3934605846077,117.7476074389201,-23.09090909090909
-11522.573375701497,1182,-813.6080399184616,114.7476074389201,-31.09090909090909
13786.75832748451,1219,-746.9780374736368,114.656698348011,-6.363636363636363
1286.0272407534358,1200,-816.2059246184983,107.56578925710191,-37.72727272727273
812.0132446292264,1200,-874.9887410222807,106.11124380255646,-23.09090909090909
6057.352352142945,1208,-842.0591474179636,96.56578925710193,-9.909090909090908
6612.006282807648,1208,-752.2976732653689,102.02033471164737,-8.090909090909092
6425.821208954672,1208,-696.056572598717,99.02033471164738,-17.727272727272727
14323.683071136707,1219,-794.780164723418,101.7476074389201,-26.09090909090909
9602.502536773973,1213,-868.2624850975815,113.656698348011,-8.090909090909092
13502.199268342112,1219,-631.9077183811803,101.56578925710191,-17.727272727272727
6635.199761533557,1208,-727.745675498853,92.65669834801102,-21.272727272727273
-605.3553719957708,1200,-531.0436271955514,135.56578925710193,-9.363636363636363
-2753.3049951416033,1200,-230.50149128476698,94.29306198437466,-16.454545454545453
-2087.957954406156,1200,-478.51665158412925,97.65669834801102,-14.727272727272727
-3299.84859276723,1200,-303.2542231375629,99.47488016619285,-4.545454545454546
6170.356178284419,1208,-816.5973694595235,103.83851652982918,-17.727272727272727
-462.2823715203267,1200,-343.51041218597106,94.65669834801102,-1.0
-13878.041763316374,1182,-61.06182116404182,86.20215289346557,-1.0
-14333.556175231584,1182,-7.7163489148230155,88.20215289346557,-1.0
-13742.938041686051,1182,-147.9484546133508,86.11124380255647,-6.636363636363637
-13393.402576444962,1182,-155.59214095885682,82.8385165298292,-4.545454545454546
-13887.5360489476,1182,-150.20310347094994,91.74760743892011,-1.0
-12454.672336577263,1182,-75.89759734499376,94.74760743892011,-1.0
15187.849016173044,1219,-361.66232068215356,94.56578925710193,-4.363636363636363
14264.602088928717,1219,-291.93338637035674,91.20215289346557,-4.363636363636363
-23555.59912013865,1163,-648.4337694527367,90.8385165298292,-12.909090909090908
15879.630088807666,1219,-469.08498223983884,98.11124380255647,-4.363636363636363
-14069.433403015079,1182,-103.07648301489337,91.20215289346557,-1.0
-11695.419665794907,1182,-514.0151050830174,99.9294256207383,-4.545454545454546
-11641.011592368857,1182,-238.82167593587906,87.8385165298292,-4.545454545454546
1424.4987048882176,1200,-877.7741257594947,120.56578925710191,-9.363636363636363
-8975.900459289405,1182,-1006.8137217477163,98.65669834801102,-26.09090909090909
-8585.143947600474,1182,-1145.4992546188864,118.7476074389201,-17.727272727272727
-22889.518547057174,1163,-736.5543703003145,109.92942562073827,-12.909090909090908
-8877.770519255515,1182,-676.1998370609533,110.11124380255646,-7.363636363636363
-16901.10368728533,1174,-560.2446203319943,94.74760743892011,-13.272727272727273
-41498.16827773984,1137,-741.8100645795356,103.47488016619285,-12.909090909090908
-42402.020645140845,1137,-941.9785467831172,94.38397107528375,-9.363636363636363
-8612.59946823024,1182,-1140.7124450915037,105.7476074389201,-9.363636363636363
-33913.83390426499,1149,-668.0994441048925,98.20215289346557,-22.272727272727273
-22271.05280366802,1163,-884.6700812393523,109.20215289346557,-1.0
-14430.667852683371,1176,-1038.3521286224318,106.9294256207383,-1.0
-15852.182592932455,1174,-761.3623630647705,103.20215289346557,-4.545454545454546
-23126.986885069695,1163,-597.3116770381379,88.47488016619285,-9.909090909090908
-17432.04488754191,1174,-589.320064550997,91.74760743892011,-1.0
-21781.01348876898,1163,-706.0988782847592,97.47488016619285,-15.818181818181818
-15346.43039703308,1174,-775.3649774922218,96.11124380255647,-5.7272727272727275
-15590.695953368122,1174,-911.9039392446373,100.8385165298292,-1.0
-25907.629680632992,1159,-962.1543852378767,95.11124380255647,-1.0
-25841.28221525837,1159,-1054.6441229998313,92.11124380255647,-1.0
