total_energy_consume,total_called_num,total_reward,average_completion,average_waitting_time
-30264.24493789542,1159,-82.60127789023932,76.02033471164738,-3.8181818181818183
-18166.367465571355,1177,-152.63155523411865,85.02033471164738,-1.0
-18823.659689772438,1169,-979.6701926418333,94.65669834801102,-15.909090909090908
-40775.50077438241,1137,-937.5861714958792,95.11124380255647,-47.0
-41082.38153457528,1137,-925.7322798952523,115.11124380255646,-25.0
-42636.68521066269,1137,-124.15116560479805,81.65669834801102,-3.3636363636363638
-24358.951377867692,1163,-572.2977778633461,90.56578925710193,-1.0
-23781.161785125267,1163,-447.4358468125706,80.38397107528375,-1.0
-15319.259548187256,1174,-671.2714112359088,90.11124380255647,-40.09090909090909
-12811.88163757298,1177,-1029.958936245613,119.74760743892011,-29.363636363636363
-41497.097396849276,1137,-172.67280523880618,73.65669834801103,-4.363636363636363
-41916.89937864622,1137,-182.01737077374446,86.38397107528375,-3.3636363636363638
-23407.639789580368,1163,-98.8544694400731,76.47488016619285,-4.363636363636363
-14996.350193022226,1174,-426.666269991983,78.20215289346557,-4.363636363636363
-44238.70925903245,1137,-68.38810250479787,80.38397107528375,-1.0
-24377.26757360215,1163,-228.2021775341325,77.02033471164738,-4.363636363636363
-24589.96353149283,1163,-441.52885334048574,80.38397107528375,-1.0
-32420.561027525953,1155,-322.9338815311547,81.47488016619285,-1.0
-18369.625725068385,1177,-415.4375748606557,116.29306198437466,-1.0
-15369.95887756304,1177,-679.78842373895,123.47488016619285,-1.0
-13711.288833617553,1177,-902.7400501156326,115.11124380255647,-29.363636363636363
-25266.19834899815,1159,-814.3186749899263,103.11124380255647,-11.0
-29130.025663604465,1159,-230.46593193927254,87.8385165298292,-1.0
-16733.44144821071,1177,-551.7976594225883,112.74760743892011,-6.363636363636363
-17989.533209305024,1177,-624.1757686271262,111.47488016619285,-1.0
-17637.740167934448,1182,-369.65313208252155,99.8385165298292,-1.0
-31480.007171629724,1159,-321.35538500646953,87.65669834801102,-4.363636363636363
-32087.29219436538,1155,-237.9513004461362,83.8385165298292,-1.0
-42921.53440478878,1137,-2.4168546503002517,77.02033471164738,-1.0
-43466.9975280753,1137,-113.21859366342119,81.8385165298292,-4.545454545454546
-43204.67090606643,1137,-189.69254269361807,79.47488016619285,-4.545454545454546
-17533.610537469096,1174,-1057.4495653836202,93.56578925710193,-1.0
-24510.59475820858,1163,-381.7168086994453,79.8385165298292,-1.0
-43047.223599568184,1137,-92.02536641821644,77.02033471164738,-1.0
-21576.233196257293,1168,-307.0356271998186,77.29306198437466,-4.545454545454546
9832.52048492519,1213,-732.2523299552385,92.47488016619285,-20.636363636363637
-13220.162487029156,1177,-1166.8915407263557,114.02033471164738,-11.0
-21487.534904479107,1163,-1050.0018459197925,127.47488016619285,-11.0
-13766.82191922795,1177,-997.7001626926562,128.47488016619283,-1.0
-14580.343969483336,1177,-886.1968237723565,103.74760743892011,-12.0
-17500.433063506207,1177,-460.1267415342103,99.74760743892011,-9.363636363636363
-18732.53489912144,1177,-584.1614954229103,106.29306198437466,-1.0
-14899.643325804558,1177,-954.6529256504058,131.65669834801102,-11.0
-20647.06579754621,1177,-298.11035750785004,104.47488016619285,-3.3636363636363638
-29874.652993518655,1159,-246.21806992221366,84.47488016619285,-1.0
-43126.55324935872,1137,7.378666493912419,73.65669834801103,-4.363636363636363
-16306.91037525743,1174,-448.8713367410717,84.9294256207383,-1.0
