total_energy_consume,total_called_num,total_reward,average_completion,average_waitting_time
16792.860031128163,1222,-592.4867646483417,113.47488016619285,-21.0
-16675.91829299819,1177,-374.5286140892646,93.29306198437466,-1.0
-14402.636432646512,1177,-311.5168432015969,94.56578925710193,-1.0
-17502.713584899175,1177,-355.08012257402834,79.47488016619285,-3.3636363636363638
-17074.00245666434,1177,-301.8261643804866,76.11124380255647,-6.363636363636363
-15110.33849716076,1177,-335.97423255142735,80.9294256207383,-1.0
-29854.43862666466,1159,-21.470391387965947,81.20215289346557,-1.0
-30967.59177088915,1159,-65.05479137459281,79.02033471164738,-4.545454545454546
-17893.015480040893,1177,-484.7185023094047,93.02033471164738,-9.363636363636363
-18901.0949134822,1177,-478.71242377721785,105.83851652982918,-9.363636363636363
3439.0591007698677,1199,-885.2239718524219,107.47488016619282,-9.363636363636363
-42053.60012054356,1137,-1270.7564997015988,94.38397107528375,-24.818181818181817
6672.7480478648795,1208,-682.4281704487719,115.56578925710191,-1.2727272727272727
-17463.28582763576,1182,-271.82510477680773,83.9294256207383,-9.363636363636363
-14804.581546782108,1182,-20.43386645493979,88.38397107528375,-1.0
-31601.592257616052,1159,-69.81638246193165,80.02033471164738,-1.0
-32097.32065200759,1159,26.366294152020146,76.47488016619285,-4.363636363636363
-32218.479251860146,1159,24.681803791409607,82.20215289346557,-4.545454545454546
-18421.386042280676,1177,-104.6774112231011,81.47488016619285,-4.363636363636363
-2264.8930549613724,1200,-261.6328973239654,96.38397107528375,-1.0
-16343.313789543172,1182,50.497639851057215,91.20215289346557,-1.0
-2899.7720718379132,1200,-116.28774468487143,92.8385165298292,-4.363636363636363
-1929.268741606793,1200,-93.57693144626728,92.8385165298292,-1.0
-4301.677036284207,1200,-157.23875106635978,92.02033471164738,-3.8181818181818183
-4127.901763985399,1200,-222.60673433316276,104.47488016619285,-1.0
-5634.671688079106,1200,-86.26349447405016,92.38397107528375,-4.363636363636363
-4013.6007172966492,1200,-211.89086746013538,89.02033471164738,-3.3636363636363638
1774.6662124427676,1199,-800.4903915934443,110.9294256207383,-11.0
-4244.915771483793,1200,-179.49588455513378,95.11124380255647,-2.0
-3997.992419470451,1200,-65.07140214976471,90.11124380255647,-5.363636363636363
-3527.671051025187,1200,-17.329115432928006,92.11124380255647,-5.7272727272727275
-12570.02305984465,1188,-330.47076668617194,92.8385165298292,-1.0
900.1130104075419,1200,-445.51755883660167,106.11124380255646,-26.09090909090909
19048.09489384468,1222,-786.6733839528599,132.29306198437465,-12.181818181818182
-12131.387605777854,1177,-1195.541255026456,131.1112438025565,-1.0
-27286.139950066427,1155,-982.9711201885301,126.38397107528375,-15.363636363636363
-11287.567234038986,1177,-1116.3419726750417,119.8385165298292,-13.0
-500.30739648797316,1198,-851.8251704766333,102.56578925710193,-3.3636363636363638
4134.812940845732,1199,-893.9608561738705,141.1112438025565,-1.0
-16670.765876768448,1177,-607.4089090969716,94.02033471164738,-3.3636363636363638
-1493.9043045041617,1196,-759.8192427695953,111.47488016619285,-1.0
-328.75328063894995,1196,-1155.3626613762597,121.11124380255647,-3.3636363636363638
-18886.5494565244,1177,-440.0114763847056,86.11124380255647,-17.727272727272727
-19611.92064285255,1177,-385.8810104668022,87.56578925710193,-1.0
-17160.285472869262,1177,-318.6855712072851,88.65669834801102,-1.0
-2975.2711710493604,1196,-548.1955730858981,99.56578925710193,-1.0
-1863.8943672170863,1196,-654.2776203872884,94.47488016619285,-4.363636363636363
-16837.86505042037,1177,-348.48046175260345,81.47488016619285,-1.0
-18638.248431786633,1177,-431.51215568904627,96.11124380255647,-1.0
-18116.846466063667,1177,-517.5411619011579,96.11124380255647,-1.0
